name,category,subCategory,brand,specifications,mainImageUrl,secondaryImageUrls,technicalSheetFileName,technicalSheetUrl,manuals
Elevador Hanomag E248TT,Vial y Agro,Elevadores,Hanomag,"Modelo: E248TT
Código: 10530060N
Caracteristicas Técnicas

Distancia a centro de carga: 500 mm
Capacidad de Carga: 2000 Kg
Angulo de inclinación de la torre: Atrás 6º / 12º adelante
Distancia entre ejes: 2080 mm
Ancho de Trocha (delantero/trasero): 1690 mm
Velocidad de elevación de carga: 400 mm/s
Velocidad Crucero: Avance: 2 marchas 6-16 Km/h Retroceso: 2 marchas 6-16
Angulo máximo de subida (con carga): 30º
Peso operativo: 4060 Kg
Largo uña elevadora: 1200 mm
Largo total (sin uñas): 3500 mm
Ancho: 1950 mm
Torre en posición de transporte: 2000 mm
Radio de giro: 4800 mm
Mínima distancia al piso (eje): 236 mm
Sistema de Transmisión y Potencia

Motor - Marca/modelo: Hanomag
Motor - Potencia: 40 Kw / 53 Hp / 2.300 Rpm
Motor - Torque máximo: 193 Nm
Motor - Cilindrada: 3168 L
Parámetros Secundarios

Rodado: Delantero: 14-17.5 Trasero: 10/75-15.3",https://drive.google.com/file/d/1z0_ga-9fO60TRmS5n5-O5c19gnGKFfsS/view?usp=drive_link,.,,https://drive.google.com/file/d/1EHqqs_WvSivg8XX7f88kHpr2Q6MydXnm/view?usp=drive_link,https://drive.google.com/file/d/101trwSBQ1C9TX-sJUgTPK4Zx__DGb9ta/view?usp=drive_link
,,,,,,,,,
Pala Cargadora Forrajera H104,Vial y Agro,Palas cargadoras,Hanomag,"Modelo: H104
Código: 10530008N
Caracteristicas Especiales

Control de dispositivo de trabajo: Joystick
Capacidad de carga: 1000 Kg
Angulo de articulación: --
Altura máxima de carga: 3200 mm
Sistema de frenos: Patines Cintas
Distancia entre ejes: 1850 mm
Ancho de trocha: 1550 mm
Tiempo de elevación de carga: 5 s
Presión de sistema hidráulico: 16 Mpa
Velocidad crucero - Avance - 2 Marchas: 2 Marchas: 20 Km/h
Velocidad crucero - Retroceso - 2 Marchas: --
Angulo máximo de subida (con carga): --
Sistema de Transmisión y Potencia

Motor Modelo: Faw Jiefang
Motor Potencia: 33 Kw / 45 Hp
Motor Torque máximo: 158,8 Nm
Motor Cilindrada: 2,67 L
Sistema Eléctrico: --
Caja de Transmision - Tipo: Powershift
Rodado - Tipo: 10-16.5-14PR
Parámetros Secundarios

Peso operativo: 2600 Kg
Capacidad de balde: 0.5 m³
Dimensiones - Largo total (con balde): 4500 mm
Dimensiones - Ancho: 1600 mm
Dimensiones - Alto: 2560 mm
Dimensiones - Altura máxima a perno: 2700 mm
Dimensiones - Altura máxima de descarga: 2250 mm
Radio de giro: 3000 mm
Minima distancia al piso: 240 mm",https://drive.google.com/file/d/1mzxU81sSgdKP1L7b_kqYlPuV2eteNpa-/view?usp=drive_link,.,,https://drive.google.com/file/d/1fnV1ao_DvC5pj_637IYI6B51uj8iJKJE/view?usp=drive_link,https://drive.google.com/file/d/1IkW5Ysi5C5rVLxE9D_XxLudWeygLrzTN/view?usp=drive_link
Pala Cargadora Forrajera H104 Con Cabina,Vial y Agro,Palas cargadoras,Hanomag,"Modelo: H104 Con Cabina
Código: 10530008.1N
Caracteristicas Especiales

Control de dispositivo de trabajo: Joystick
Capacidad de carga: 1000 kg
Angulo de articulación: --
Altura máxima de carga: 3200 mm
Sistema de frenos: Patines Cintas
Distancia entre ejes: 1850 mm
Ancho de trocha: 1550 mm
Tiempo de elevación de carga: 5 s
Presión de sistema hidráulico: 16 Mpa
Velocidad crucero - Avance - 2 Marchas: 2 Marchas: 20 Km/h
Velocidad crucero - Retroceso - 2 Marchas: 2 Marchas
Angulo máximo de subida (con carga): --
Sistema de Transmisión y Potencia

Motor Modelo: Faw Jiefang
Motor Potencia: 33 Kw / 45 Hp
Motor Torque máximo: 158,8 Nm
Motor Cilindrada: 2,67 L
Sistema Eléctrico: --
Caja de Transmision - Tipo: Powershift
Rodado - Tipo: 10-16.5-14PR
Parámetros Secundarios

Peso operativo: 2600 Kg
Capacidad de balde: 0.5 m³
Dimensiones - Largo total (con balde): 4500 mm
Dimensiones - Ancho: 1600 mm
Dimensiones - Alto: 2560 mm
Dimensiones - Altura máxima a perno: 2700 mm
Dimensiones - Altura máxima de descarga: 2250 mm
Radio de giro: 3000 mm
Minima distancia al piso: 240 mm",,,,https://drive.google.com/file/d/1Jn9jwxur_WLbZG6fETWM9vj6VpFPeRHO/view?usp=drive_link,https://drive.google.com/file/d/1nGd_szVD2NWG3BiRZmnXRO939TJ3t9-i/view?usp=drive_link
Pala Cargadora Forrajera H140,Vial y Agro,Palas cargadoras,Hanomag,"Modelo: H140
Código: 10530010N
Caracteristicas Especiales

Control de dispositivo de trabajo: Joystick
Capacidad de carga: 1.000 Kg
Angulo de articulación: 35º
Altura máxima de carga: 4030 mm
Sistema de frenos: Caliper-Disco
Distancia entre ejes: 2.050 mm
Ancho de trocha: 1.370 mm
Tiempo de elevación de carga: 4 S
Presión de sistema hidráulico: 16 Mpa
Velocidad crucero - Avance - 2 Marchas: Avance 2 marchas: 6-18 Km/h
Velocidad crucero - Retroceso - 2 Marchas: Retroceso 2 marchas: 6-18 Km/h
Angulo máximo de subida (con carga): 30º
Sistema de Transmisión y Potencia

Motor Modelo: Hanomag
Motor Potencia: 32 Kw / 2.300 Rpm
Motor Torque máximo: 156 Nm
Motor Cilindrada: 2.67 L
Sistema Eléctrico: 12 V
Caja de Transmision - Tipo: Powershift 4WD
Rodado - Tipo: 12-16.5 (10 PR)
Parámetros Secundarios

Peso operativo: 3.240 Kg
Capacidad de balde: 0.50 m³
Dimensiones - Largo total (con balde): 5480 mm
Dimensiones - Ancho: 1630 mm
Dimensiones - Alto: 2520 mm
Dimensiones - Altura máxima a perno: 3530 mm
Dimensiones - Altura máxima de descarga: 2700 mm
Radio de giro: 4800 mm
Minima distancia al piso: 230 mm",https://drive.google.com/file/d/1FRhp4e-PRcR9NfZtkvO1vuJcO5JRAExl/view?usp=drive_link,.,,https://drive.google.com/file/d/1HmR1darsNeLR_ZymUebNi-QzhLYxIQBV/view?usp=drive_link,https://drive.google.com/file/d/1qKuWdgfnlca81qMaVh6nm6K2fkW-DCgQ/view?usp=drive_link
,,,,,,,,,
Tractor Hanomag 300 A,Vial y Agro,Linea Agricola,Hanomag,"Modelo: 300
Código: 10503020N
Caracteristicas Especiales

Neumáticos: Delanteros: 5.0' - 16' - Traseros: 9.5' - 24'
Dirección: Hidráulica
Salida Hidráulica: 1 Salida c/cierre rápido
Fuerza de Levante: 422 Kg.
Tipo de Levante: Levante trasero de 3 pts. - Cat. ""0""
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 35 mm - 6 Estri­as
Largo: 2.90 m (sin incluir lastre frontal)
Ancho: 1.470 m
Alto: 1.50 m
Distancia entre Ejes: 1.57 m
Trocha Delantera: 1100 - 1200 - 1300 mm (ajustable)
Trocha Trasera: 1150 - 1200 -1300 - 1350 mm (ajustable)
Despeje del Suelo (desde base transmisión): 347.5 mm (c/rueda 9.5 - 24)
Peso: 1300 Kg.
Techo / arco anti-vuelco: Arco de seguridad Anti-vuelco
Lastre: Delantero 60 Kg - Trasero 140 Kg.
Torque: 5.8 Kn
Potencia Toma de Fuerza (KW/HP): 18,4 Kw / 25 Hp
Velocidades: 9 Adelante + 2 Atras - (Alta y Baja)
Marcha 1: Baja: 1.96 Km/h - Alta: 2.99 Km/h
Marcha 2: Baja: 4.68 Km/h - Alta: 6.45 Km/h
Marcha 3: Baja: 9.05 Km/h - Alta: 13.79 km/h
Marcha 4: Baja: 21.64 Km/h - Alta: 29.83 km/h
Marcha 5: .
Reversa 1: Baja: 2.58 Km/h - Alta: 11.91 Km/h
Reversa 2: .
Motor Modelo: KM358BT
Motor Tipo: Diesel Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyección Directa
Motor carrera de pistones: 100 x 105 mm / 85 x 90 mm
Potencia nominal (KW/HP): 21 / 28,3
Máximas revoluciones (rpm): 2350
Consumo nominal de Combustible: 4.85 L/h
Aspiración nominal: Natural
Transmisión: Doble Embrague
Tipo Sistema Eléctrico: 12 V - Cable Simple - Negativo a tierra
Sistema de Arranque: Bují­a de pre-calentamiento
Tanque: 29.0 L",https://drive.google.com/file/d/1srzY094eIFZn_XQwhcVc_hkz4VAWZUgX/view?usp=drive_link,https://drive.google.com/file/d/1qd4fUOkSYbp6fEWfzAe3GGZy4osLmIWC/view?usp=drive_link; https://drive.google.com/file/d/1OKtYxkRWwzS8RnTjJnk9S65SczDnl6Ml/view?usp=drive_link; https://drive.google.com/file/d/1pGm8YpxII2gLDQ-erDVEuohK-H5XxWCF/view?usp=drive_link,,https://drive.google.com/file/d/116HxOg8mtjPlTsx235GeHGtrAtTediO0/view?usp=drive_link,https://drive.google.com/file/d/1QeGd5ilVWnUKfKlhDaqfSoMYJoTqfFGz/view?usp=drive_link
Tractor Hanomag 304 A,Vial y Agro,Linea Agricola,Hanomag,"Modelo: 304
Código: 10503040.1N
Caracteristicas Especiales

Neumáticos: Delanteros: 6.0' - 16' - Traseros: 9.25' - 24'
Dirección: Hidráulica
Salida Hidráulica: 1 Salida con cierre Rapido
Fuerza de Levante: 422 Kg.
Tipo de Levante: Levante trasero de 3 pts.- Cat. ""0""
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 35 mm - 6 Estrias
Largo: 2.90 m (sin incluir lastre frontal)
Ancho: 1.50 m
Alto: 1.50 m
Distancia entre Ejes: 1.74 m
Trocha Delantera: 1215 mm
Trocha Trasera: 1150-1200-1300-1350 mm (ajustable)
Despeje del Suelo (desde base transmisión): 254 mm (c/rueda 9.5' - 24')
Peso: 1230 Kg.
Techo / arco anti-vuelco: Arco de seguridad Anti-vuelco
Lastre: Delantero 60Kg - Trasero 140 Kg.
Torque: 15 / 1640
Potencia Toma de Fuerza (KW/HP): 16 / 21.5
Velocidades: 8 Adelante + 2 atras - (Alta y baja)
Marcha 1: Baja:1.96 Km/h - Alta: 2.99 Km/h
Marcha 2: Baja: 4.68 Km/h - Alta: 6.45 Km/h
Marcha 3: Baja: 9.05 Km/h - Alta:13.79 Km/h
Marcha 4: Baja: 21.64 Km/h - Alta:29.83 Km/h
Marcha 5: -
Reversa 1: Baja: 2.58 Km/h - Alta: 11.91 Km/h
Reversa 2: -
Motor Modelo: KM358BT
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyeccion Directa
Motor carrera de pistones: 100 x 105 mm
Potencia nominal (KW/HP): 21 / 28,3
Máximas revoluciones (rpm): 2350
Consumo nominal de Combustible: 4.85 L/h
Aspiración nominal: Natural
Transmisión: Doble Embrague (4WD)
Tipo Sistema Eléctrico: 12 V - Cable Simple - Negativo a tierra
Sistema de Arranque: Buji­a de pre Calentamiento
Tanque: 21.0 L",https://drive.google.com/file/d/1ICnMg4_oRO8xA2LPeVMDIckPPrp4Xbm4/view?usp=drive_link,.,,https://drive.google.com/file/d/1z2zYT2Dq09crQubkShY9yCW63KwCoIvz/view?usp=drive_link,https://drive.google.com/file/d/1QeGd5ilVWnUKfKlhDaqfSoMYJoTqfFGz/view?usp=drive_link
Tractor Hanomag 600 A,Vial y Agro,Linea Agricola,Hanomag,"Modelo: 600
Código: 10508020N
Caracteristicas Especiales

Neumáticos: Delanteros: 8.3' - 20' - Traseros: 12.4' - 28'
Dirección: Hidráulica
Salida Hidráulica: 2 salida con cierre rápido y 2 retorno
Fuerza de Levante: 683 Kg.
Tipo de Levante: Levante Trasero de 3 pts. - Categorí­a ""0""
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 35 mm - 6 Estrías
Largo: 3.40 m
Ancho: 1.75 m
Alto: 1.52 m
Distancia entre Ejes: 1.94 m
Trocha Delantera: 1200 / 1500 mm (ajustable)
Trocha Trasera: 1150 a 1200 / 1300 a 1500mm (ajustable)
Despeje del Suelo (desde base transmisión): 400 mm
Peso: 1840 Kg.
Techo / arco anti-vuelco: Arco de seguridad Anti-vuelco
Lastre: Delantero 108 Kg. - Trasero 140 Kg.
Torque: 25 / 1650
Potencia Toma de Fuerza (KW/HP): 33 / 44
Velocidades: 8 Adelante + 4 Atrás - (alta y baja)
Marcha 1: Baja: 2.43 Km/h - Alta: 10.45 Km/h
Marcha 2: Baja: 3.53 Km/h - Alta: 15.16 Km/h
Marcha 3: Baja: 4.81 Km/h - Alta: 20.69 Km/h
Marcha 4: Baja: 7.42 Km/h - Alta: 31.88 Km/h
Marcha 5: --
Reversa 1: Baja: 3.61 Km/h - Alta: 7.14 Km/h
Reversa 2: Baja: 5.23 Km/h - Alta: 11.01 Km/h
Motor Modelo: XC-498
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 4
Tipo de cámara de combustión: Inyección Directa
Motor carrera de pistones: 105 x 117 mm
Potencia nominal (KW/HP): 42,5 / 57,3
Máximas revoluciones (rpm): 2400
Consumo nominal de Combustible: 6.2 l/h - Teórico
Aspiración nominal: Natural
Transmisión: Doble Embrague
Tipo Sistema Eléctrico: 12 V - Cable Simpre . Negativo a tierra
Sistema de Arranque: --
Tanque: 38.0 L",https://drive.google.com/file/d/1anI5W3O1ScNQP0AocMwFG18P7OIhwSGz/view?usp=drive_link,.,,https://drive.google.com/file/d/1FQe0hzEyXsPrJLJDtSKybc67wEpby6UG/view?usp=drive_link,https://drive.google.com/file/d/1bucpP5s4xKwNnVX4EzDPrEk0rwGL95Si/view?usp=drive_link
Tractor Hanomag 604 A,Vial y Agro,Linea Agricola,Hanomag,"Modelo: 604
Código: 10508040N
Caracteristicas Especiales

Neumáticos: Delanteros: 8.3' - 20' - Traseros: 12.4' - 28'
Dirección: Hidráulica
Salida Hidráulica: 2 salida con cierre rápido y 4 retorno
Fuerza de Levante: 683 Kg.
Tipo de Levante: Levante Trasero de 3 pts. - Categorí­a ""1""
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 35 mm - 6 Estrí­as
Largo: 3.40 m
Ancho: 1.75 m
Alto: 1.50 m
Distancia entre Ejes: 1.94 m
Trocha Delantera: 1200 / 1500 mm (ajustable)
Trocha Trasera: 1150 a 1200 / 1300 a 1500mm (ajustable)
Despeje del Suelo (desde base transmisión): 400 mm
Peso: 1840 Kg.
Techo / arco anti-vuelco: Arco de seguridad Anti-vuelco
Lastre: Delantero 108 Kg. - Trasero 140 Kg.
Torque: 25 / 1650
Potencia Toma de Fuerza (KW/HP): 33.1 / 44
Velocidades: 8 Adelante + 4 Atrás - (alta y baja)
Marcha 1: Baja: 2.43 Km/h - Alta: 10.45 Km/h
Marcha 2: Baja: 3.53 Km/h - Alta: 15.16 Km/h
Marcha 3: Baja: 4.81 Km/h - Alta: 20.69 Km/h
Marcha 4: Baja: 7.42 Km/h - Alta: 31.88 Km/h
Marcha 5: --
Reversa 1: Baja: 3.61 Km/h - Alta: 7.14 Km/h
Reversa 2: Baja: 5.23 Km/h - Alta: 11.01 Km/h
Motor Modelo: XC-498
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 4
Tipo de cámara de combustión: Inyección Directa
Motor carrera de pistones: 105 x 117 mm
Potencia nominal (KW/HP): 42,5 / 57,3
Máximas revoluciones (rpm): 2400
Consumo nominal de Combustible: 6.2 l/h - Teórico
Aspiración nominal: Natural
Transmisión: Doble Embrague (4WD)
Tipo Sistema Eléctrico: 12 V - Cable Simpre . Negativo a tierra
Sistema de Arranque: --
Tanque: 38.0 L",https://drive.google.com/file/d/141Ep3l35JAjsCIcD9BYHHhnxUhI1EIn9/view?usp=drive_link,.,,https://drive.google.com/file/d/1jpLwdH6U7Ze_xm0ba00sqtN-Kw6qot48/view?usp=drive_link,https://drive.google.com/file/d/1bucpP5s4xKwNnVX4EzDPrEk0rwGL95Si/view?usp=drive_link
Tractor Hanomag 854 A,Vial y Agro,Linea Agricola,Hanomag,"Modelo: 854
Código: 10509040N
Caracteristicas Especiales

Neumáticos: Delanteros: 8.3' - 24' - Traseros: 8.3' - 20'
Dirección: HidrÃ¡ulica
Salida Hidráulica: 2 salida con cierre rÃ¡pido y retorno
Fuerza de Levante: 2000 Kg
Tipo de Levante: Brazos Levante CategorÃ­a II
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 350 mm - 6 EstrÃ­as
Largo: 2900
Ancho: 1500
Alto: 1500
Distancia entre Ejes: 1570
Trocha Delantera: 1610 / 1820 mm
Trocha Trasera: 1500 / 1900 mm
Despeje del Suelo (desde base transmisión): 335 mm
Peso: 3600 Kg.
Techo / arco anti-vuelco: Techo y Arco de seguridad Anti-vuelco
Lastre: Delantero 240 Kg. - Trasero 360 Kg.
Torque: --
Potencia Toma de Fuerza (KW/HP): 70 HP
Velocidades: 16 Adelante + 4 AtrÃ¡s - (alta y baja)
Marcha 1: Baja: 0.69/3.06 Km/h - Alta: 2.49/11.00 Km/h
Marcha 2: Baja: 0.93/4.10 Km/h - Alta: 3.33/14.75 Km/h
Marcha 3: Baja: 1.47/6.50 Km/h - Alta: 5.28/23.40 Km/h
Marcha 4: Baja: 1.98/8.75 Km/h - Alta: 7.11/31.49 Km/h
Marcha 5: --
Reversa 1: Baja: 0.78 Km/h - Alta: 2.82 Km/h
Reversa 2: Baja: 3.47 Km/h - Alta: 12.48 Km/h
Motor Modelo: Perkins 1004D - 4TA ADN Normal
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 4 c/turbo
Tipo de cámara de combustión: InyecciÃ³n Directa
Motor carrera de pistones: --
Potencia nominal (KW/HP): 62 / 82
Máximas revoluciones (rpm): 2300
Consumo nominal de Combustible: --
Aspiración nominal: --
Transmisión: Doble Embrague en seco
Tipo Sistema Eléctrico: 12 V
Sistema de Arranque: --
Tanque: 78L -Tanque - Aceite Hidr. 21L",https://drive.google.com/file/d/1IcJP_jKSyGfdu70TJsm4V1mU7hlY76N5/view?usp=drive_link,.,,https://drive.google.com/file/d/1eAnUAUGAiZ_yXVs5HHffXSWS4UIg26gx/view?usp=drive_link,https://drive.google.com/file/d/1bucpP5s4xKwNnVX4EzDPrEk0rwGL95Si/view?usp=drive_link
,,,,,,,,,
Tractor Hanomag INV2,Vial y Agro,Linea Parque,Hanomag,"Modelo: INV2
Código: 10503017N
Caracteristicas Especiales

Neumáticos: 23x8.5x12 tras / 31x9.5x16 del
Dirección: Assisted hydraulics
Salida Hidráulica: 1
Fuerza de Levante: 350 Kg.
Tipo de Levante: 3 Point Category 0
Velocidad Toma de Fuerza: 540 Rpm.
Eje Toma de Fuerza: 6 Estrías
Largo: 2650 mm.
Ancho: 1220 mm.
Alto: 1300 mm.
Distancia entre Ejes: 1480 mm.
Trocha Delantera: 970 mm.
Trocha Trasera: 1020 mm.
Despeje del Suelo (desde base transmisión): 240 mm.
Peso: 920 kg.
Techo / arco anti-vuelco: No
Lastre: --
Torque: --
Potencia Toma de Fuerza (KW/HP): 21 hp.
Velocidades: 6+1 (3 altas + 3 bajas + 1 retroceso)
Marcha 1: 0 - 9 Km/h
Marcha 2: 5 - 16 Km/h
Marcha 3: 6 - 25 Km/h
Marcha 4: --
Marcha 5: --
Reversa 1: 4 Km/h
Reversa 2: --
Motor Modelo: Hanomag
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyeccion Directa
Motor carrera de pistones: 100x105
Potencia nominal (KW/HP): 18,8 Kw / 25 Hp
Máximas revoluciones (rpm): 2350
Consumo nominal de Combustible: 4.5 litros/hora
Aspiración nominal: Natural
Transmisión: Manual
Tipo Sistema Eléctrico: 12 volts
Sistema de Arranque: Eléctrico
Tanque: 20 Litros",https://drive.google.com/file/d/1KKIi5i-bnRx05TXCaYOEF1a5xNLmzcG2/view?usp=drive_link,.,,https://drive.google.com/file/d/1wisw3SENTizfu7Myw4AaL3jKEcjf6b4h/view?usp=drive_link,https://drive.google.com/file/d/10Xtv9HWoWq9dnyJme3aDosK0rSpLPIwn/view?usp=drive_link
Tractor Hanomag Park2,Vial y Agro,Linea Parque,Hanomag,"Modelo: Park2
Código: 10503019.PN
Caracteristicas Especiales

Neumáticos: 31x9.5x16 tras / 23x8.5x12 del
Dirección: Hidráulica asistida
Salida Hidráulica: 1
Fuerza de Levante: 350 Kg.
Tipo de Levante: 3 Puntos Categoría 0
Velocidad Toma de Fuerza: 540 Rpm.
Eje Toma de Fuerza: 6 Estrías
Largo: 2650 mm.
Ancho: 1220 mm.
Alto: 1235 mm.
Distancia entre Ejes: 1480 mm.
Trocha Delantera: 1020
Trocha Trasera: 970
Despeje del Suelo (desde base transmisión): 240 mm.
Peso: 960
Techo / arco anti-vuelco: No
Lastre: --
Torque: --
Potencia Toma de Fuerza (KW/HP): 21 hp.
Velocidades: 6+1 (3 altas + 3 bajas + 1 retroceso)
Marcha 1: 0 - 9 Km/h
Marcha 2: 5 - 16 Km/h
Marcha 3: 6 - 25 Km/h
Marcha 4: --
Marcha 5: --
Reversa 1: 4 Km/h
Reversa 2: --
Motor Modelo: Hanomag
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyección directa
Motor carrera de pistones: 100/105
Potencia nominal (KW/HP): 18,8 Kw / 25 Hp
Máximas revoluciones (rpm): 2350
Consumo nominal de Combustible: 4.5 litros/hora
Aspiración nominal: Natural
Transmisión: Parquero Invertido 2WD
Tipo Sistema Eléctrico: 12 volts
Sistema de Arranque: Eléctrico
Tanque: 20 Litros",https://drive.google.com/file/d/11zMzYEOudzCjfOyNjagDvhkxlH9KpuYO/view?usp=drive_link,.,,https://drive.google.com/file/d/1TzIiDI_L54Mj09JSw2_-wUcRZsZ_aitx/view?usp=drive_link,https://drive.google.com/file/d/1rkVWVKSfmdPSc_MTaa_sM5yGx5_TleGM/view?usp=drive_link
Tractor Hanomag 300 P,Vial y Agro,Linea Parque,Hanomag,"Modelo: 300
Código: 10503022N
Caracteristicas Especiales

Neumáticos: Delanteros: 26"" - 5' - 12' - Traseros: 11' - 2 ' - 20'
Dirección: Hidráulica
Salida Hidráulica: 1 Salida con cierre Rápido
Fuerza de Levante: 600 Kg.
Tipo de Levante: Levante Trasero de 3 pts. - Categoría ""0""
Velocidad Toma de Fuerza: 540 / 1000 rpm
Eje Toma de Fuerza: 35 mm - 6 Estrías
Largo: 2.90 m (sin incluir lastre frontal)
Ancho: 1.47 m
Alto: 1.50 m
Distancia entre Ejes: 1.57 m
Trocha Delantera: 1100 - 1200 - 1300 mm (ajustable)
Trocha Trasera: 1150-1200-1300-1350 mm (ajustable)
Despeje del Suelo (desde base transmisión): 347.5 mm (c/rueda 9.5' - 24' )
Peso: 1150 Kg.
Techo / arco anti-vuelco: Arco de seguridad Anti-vuelco
Lastre: Delantero 60Kg - Trasero 140 Kg.
Torque: 15 / 1640
Potencia Toma de Fuerza (KW/HP): 16.5 / 22
Velocidades: 8 Adelante + 2 atras - (Alta y baja)
Marcha 1: Baja:1.96 Km/h - Alta: 2.99 Km/h
Marcha 2: Baja: 4.68 Km/h - Alta: 6.45 Km/h
Marcha 3: Baja: 9.05 Km/h - Alta:13.79 Km/h
Marcha 4: Baja: 21.64 Km/h - Alta:29.83 Km/h
Marcha 5: -
Reversa 1: Baja: 2.58 Km/h - Alta: 11.91 Km/h
Reversa 2: -
Motor Modelo: KM358BT
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyección Directa
Motor carrera de pistones: 100 x 105 mm / 85 x 90 mm
Potencia nominal (KW/HP): 21 / 28,3
Máximas revoluciones (rpm): 2650
Consumo nominal de Combustible: 4.85 L/h
Aspiración nominal: Natural
Transmisión: Doble Embrague
Tipo Sistema Eléctrico: 12 V - Cable Simple - Negativo a tierra
Sistema de Arranque: Bujía de pre Calentamiento
Tanque: 21.0 L",https://drive.google.com/file/d/1o9S9IBo3uE3d8OHHzDTITy7IcBPv4G7X/view?usp=drive_link,.,,https://drive.google.com/file/d/1CPulQ-LbG180n25GxOSysTA9Nun1q1Xo/view?usp=drive_link,https://drive.google.com/file/d/1s-55rp1HNQRjkz4r8y4JDxd0rbJOHCcS/view?usp=drive_link
,,,,,,,,,
Tractor Hanomag Agr4,Vial y Agro,Linea Stark,Hanomag,"Modelo: Agr4
Código: 10503018N
Caracteristicas Especiales

Neumáticos: 7.5x16 tras / 6x12 del
Dirección: Hidráulica asistida
Salida Hidráulica: 1
Fuerza de Levante: 350 Kg.
Tipo de Levante: 3 Puntos Categoría 0
Velocidad Toma de Fuerza: 540 Rpm.
Eje Toma de Fuerza: 6 Estrías
Largo: 2650 mm.
Ancho: 1160 mm.
Alto: 1220 mm.
Distancia entre Ejes: 1480 mm.
Trocha Delantera: 940
Trocha Trasera: 950
Despeje del Suelo (desde base transmisión): 260
Peso: 980
Techo / arco anti-vuelco: No
Lastre: 40 Kg.
Torque: --
Potencia Toma de Fuerza (KW/HP): 21 hp.
Velocidades: 6+1 (3 altas + 3 bajas + 1 retroceso)
Marcha 1: 0 - 9 Km/h
Marcha 2: 5 - 16 Km/h
Marcha 3: 6 - 25 Km/h
Marcha 4: -
Marcha 5: -
Reversa 1: 4 Km/h
Reversa 2: -
Motor Modelo: Hanomag
Motor Tipo: Diesel - Refrigerado por Agua
Motor Cilindros: 3
Tipo de cámara de combustión: Inyección directa
Motor carrera de pistones: 100x105
Potencia nominal (KW/HP): 18,8 Kw / 25 Hp
Máximas revoluciones (rpm): 2350
Consumo nominal de Combustible: 2.8 L/h
Aspiración nominal: Natural
Transmisión: Manual
Tipo Sistema Eléctrico: 12 volts
Sistema de Arranque: Eléctrico
Tanque: 20 Litros",https://drive.google.com/file/d/1HJdm6IDXZ5jhDAR_1vpTd2eel2jR_Okw/view?usp=drive_link,https://drive.google.com/file/d/1S31Ezj3WnqQLAMvGWHOLChkLGf0YDvMl/view?usp=drive_link; https://drive.google.com/file/d/1EdFVLrIdEWz0Kcw8FfhwWfL7sU_Ow0Xk/view?usp=drive_link,,https://drive.google.com/file/d/1SU2xROVOV_b9oDbOyMYBABJQ1Q3FieFi/view?usp=drive_link,https://drive.google.com/file/d/1_jKZLnE_PBVTxB1Y_pbbmYRk7DF0iyKK/view?usp=drive_link
